cliente_id,churn,cliente_idoso,cliente_tem_parceiro,cliente_tem_dependentes,meses_contrato,servico_telefonico,multiplas_linhas,assinatura_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_a_cabo,streaming_filmes,contrato,fatura_online,forma_pagamento,faturamento_mensal,faturamento_total,cliente_masculino,contas_diarias
4512-ZUIYL,True,False,False,False,2,True,Não,Fibra Ótica,Não,Não,Não,Não,Não,Não,Mensal,False,Transferência bancária,70.0,153.05,False,2.3333333333333335
4513-CXYIX,False,True,True,False,71,True,Sim,Fibra Ótica,Sim,Não,Não,Não,Não,Não,Dois anos,True,Cartão de crédito,80.7,5676.0,False,2.69
4514-GFCFI,True,True,False,False,16,True,Sim,Fibra Ótica,Não,Não,Não,Não,Sim,Não,Mensal,True,Cheque eletrônico,84.75,1350.15,False,2.825
4518-FZBSX,False,False,True,True,42,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,False,Cheque,20.25,854.9,True,0.675
4521-WFJAI,False,False,False,False,56,True,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,True,Transferência bancária,25.95,1444.05,True,0.865
4521-YEEHE,False,False,True,False,18,True,Sim,Fibra Ótica,Não,Não,Não,Sim,Sim,Não,Mensal,True,Cheque eletrônico,88.85,1594.75,False,2.9616666666666664
4522-AKYLR,False,True,False,False,13,True,Não,DSL,Não,Sim,Sim,Não,Não,Não,Mensal,True,Cheque eletrônico,54.8,731.3,False,1.8266666666666667
4522-XRWWI,False,False,True,False,42,True,Sim,DSL,Sim,Não,Não,Sim,Sim,Sim,Anual,False,Cartão de crédito,80.45,3375.9,True,2.6816666666666666
4523-WXCEF,True,False,True,False,59,True,Sim,Fibra Ótica,Não,Sim,Não,Não,Sim,Sim,Mensal,False,Cheque eletrônico,101.1,6039.9,False,3.3699999999999997
4524-QCSSM,False,False,False,False,26,False,Sem serviço telefónico,DSL,Sim,Sim,Não,Não,Não,Sim,Mensal,True,Transferência bancária,44.65,1156.55,True,1.4883333333333333
4525-VZCZG,False,False,False,True,54,True,Não,Fibra Ótica,Sim,Sim,Não,Sim,Sim,Sim,Anual,True,Cheque eletrônico,105.85,5826.65,True,3.5283333333333333
4526-EXKKN,False,False,False,False,40,True,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,True,Cheque,24.6,973.95,True,0.8200000000000001
4526-RMTLL,False,False,True,True,8,True,Sim,DSL,Sim,Sim,Não,Sim,Não,Sim,Dois anos,True,Cartão de crédito,76.15,645.8,True,2.5383333333333336
4526-ZJJTM,False,True,True,False,25,True,Não,Fibra Ótica,Não,Sim,Sim,Não,Não,Sim,Mensal,False,Transferência bancária,88.4,2191.15,False,2.9466666666666668
4529-CKBCL,True,False,False,False,2,True,Não,Fibra Ótica,Não,Não,Não,Não,Sim,Não,Mensal,True,Cheque eletrônico,80.2,146.05,False,2.6733333333333333
4530-NDRKU,False,False,True,True,42,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,True,Cheque eletrônico,19.05,761.85,False,0.635
4531-AUZNK,False,False,True,True,51,True,Sim,Fibra Ótica,Sim,Não,Não,Sim,Sim,Não,Anual,True,Cheque,95.15,5000.05,False,3.171666666666667
4534-WGCIR,False,False,True,True,58,True,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,False,Cartão de crédito,25.15,1509.9,False,0.8383333333333333
4536-PLEQY,False,False,True,False,12,True,Não,Fibra Ótica,Não,Sim,Não,Não,Não,Sim,Mensal,True,Cartão de crédito,85.05,999.8,True,2.835
4537-CIBHB,False,False,True,True,9,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,False,Cheque,20.25,172.35,False,0.675
4537-DKTAL,False,False,False,False,2,True,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,False,Cheque eletrônico,45.55,84.4,False,1.5183333333333333
4538-WNTMJ,False,False,True,True,46,True,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,False,Cheque,24.95,1165.9,False,0.8316666666666667
4541-RMRLG,True,False,False,False,7,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,False,Cheque eletrônico,19.25,112.3,True,0.6416666666666667
4544-RXFMG,False,False,True,True,8,True,Não,DSL,Não,Não,Não,Não,Não,Não,Anual,True,Cheque,43.45,345.5,True,1.4483333333333335
4546-FOKWR,False,False,False,False,16,True,Sim,Fibra Ótica,Não,Não,Não,Não,Não,Não,Mensal,True,Cartão de crédito,74.75,1129.35,False,2.4916666666666667
4547-FZJWE,False,False,True,True,55,True,Não,DSL,Sim,Não,Não,Não,Não,Sim,Anual,False,Cartão de crédito,59.45,3157.0,True,1.9816666666666667
4547-KQRTM,True,False,False,False,10,True,Sim,Fibra Ótica,Não,Sim,Não,Não,Não,Não,Mensal,True,Transferência bancária,80.05,830.7,False,2.6683333333333334
4547-LYTDD,True,False,False,False,16,True,Sim,Fibra Ótica,Não,Não,Não,Não,Não,Não,Mensal,False,Cheque eletrônico,72.65,1194.3,False,2.421666666666667
4548-SDBKE,True,False,False,False,5,True,Sim,Fibra Ótica,Não,Não,Não,Não,Sim,Não,Mensal,True,Cheque eletrônico,85.2,474.8,False,2.8400000000000003
4549-ZDQYY,False,False,False,False,52,True,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Anual,False,Cartão de crédito,57.95,3042.25,False,1.9316666666666669
4550-EVXNY,True,False,False,True,1,True,Não,Fibra Ótica,Não,Não,Não,Não,Não,Não,Mensal,True,Cheque eletrônico,69.65,69.65,False,2.3216666666666668
4550-VBOFE,True,True,True,False,70,True,Sim,Fibra Ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,True,Cheque eletrônico,102.95,7101.5,True,3.4316666666666666
4553-DVPZG,False,False,True,False,62,True,Sim,Fibra Ótica,Não,Não,Sim,Não,Sim,Sim,Mensal,True,Cheque eletrônico,101.35,6164.7,False,3.378333333333333
4554-YGZIH,True,True,True,False,49,True,Sim,Fibra Ótica,Não,Sim,Não,Não,Não,Sim,Mensal,False,Cartão de crédito,90.05,4547.25,True,3.0016666666666665
4558-CGYCZ,False,False,False,False,4,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,False,Cheque,19.75,78.3,True,0.6583333333333333
4558-FANTW,True,False,True,True,17,True,Não,Fibra Ótica,Sim,Não,Não,Sim,Sim,Não,Mensal,False,Cheque eletrônico,91.85,1574.45,False,3.0616666666666665
4559-UWIHT,False,False,True,False,14,True,Sim,Fibra Ótica,Não,Sim,Sim,Não,Não,Não,Mensal,True,Cheque eletrônico,82.65,1185.0,True,2.7550000000000003
4560-WQAQW,False,False,False,False,59,True,Sim,DSL,Sim,Não,Não,Sim,Não,Sim,Anual,False,Transferência bancária,68.7,4070.95,False,2.29
4565-EVZMJ,False,False,False,False,47,True,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,True,Cheque,58.9,2813.05,False,1.9633333333333334
4565-NLZBV,False,False,True,False,71,True,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,True,Transferência bancária,24.65,1710.15,False,0.8216666666666667
4566-GOLUK,True,False,True,True,47,True,Sim,Fibra Ótica,Não,Não,Sim,Sim,Sim,Sim,Mensal,True,Transferência bancária,107.35,5118.95,True,3.578333333333333
4566-NECEV,False,False,False,False,5,True,Sim,Fibra Ótica,Não,Sim,Sim,Não,Não,Sim,Mensal,False,Cheque eletrônico,96.55,500.1,True,3.2183333333333333
4566-QVRRW,True,False,True,False,11,True,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,True,Cheque eletrônico,44.05,483.7,False,1.4683333333333333
4567-AKPIA,False,False,True,True,41,True,Sim,Fibra Ótica,Não,Sim,Sim,Sim,Sim,Sim,Anual,True,Transferência bancária,109.1,4454.25,False,3.6366666666666663
4568-KNYWR,False,False,False,False,52,True,Não,DSL,Sim,Sim,Não,Não,Sim,Não,Dois anos,True,Cartão de crédito,63.25,3342.45,True,2.1083333333333334
4568-TTZRT,False,False,False,False,9,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,False,Cheque,20.4,181.8,True,0.6799999999999999
4570-QHXHL,False,False,False,False,9,True,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,True,Cheque eletrônico,43.75,405.7,False,1.4583333333333333
4572-DVCGN,True,False,False,False,10,True,Não,Fibra Ótica,Não,Não,Não,Não,Não,Sim,Mensal,True,Transferência bancária,80.25,846.0,False,2.675
4573-JKNAE,False,False,False,True,12,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,False,Transferência bancária,19.35,212.3,True,0.645
4576-CSAJH,True,False,False,False,22,True,Não,DSL,Não,Sim,Não,Sim,Não,Não,Anual,True,Cartão de crédito,55.15,1193.05,True,1.8383333333333334
4578-PHJYZ,False,False,True,True,52,True,Não,DSL,Não,Sim,Sim,Sim,Sim,Não,Anual,True,Cheque eletrônico,68.75,3482.85,True,2.2916666666666665
4580-TMHJU,True,False,True,True,43,True,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,False,Cheque eletrônico,56.15,2499.3,False,1.8716666666666666
4581-LNWUM,False,False,False,False,13,False,Sem serviço telefónico,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,False,Cheque eletrônico,49.15,649.4,False,1.6383333333333332
4581-SSPWD,True,False,False,False,3,True,Sim,Fibra Ótica,Não,Não,Não,Não,Não,Não,Mensal,True,Cheque eletrônico,75.8,246.3,False,2.5266666666666664
4583-PARNH,False,True,True,False,16,True,Não,Fibra Ótica,Não,Não,Sim,Sim,Não,Sim,Mensal,True,Cheque eletrônico,91.55,1540.05,True,3.0516666666666667
4584-LBNMK,False,True,True,False,45,True,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,False,Cartão de crédito,24.7,1174.35,True,0.8233333333333334
4585-HETAI,True,False,True,True,4,True,Não,Fibra Ótica,Não,Não,Sim,Não,Não,Não,Mensal,True,Cheque eletrônico,73.75,325.45,False,2.4583333333333335
4587-NUKOX,True,False,False,False,3,True,Não,Fibra Ótica,Sim,Sim,Não,Não,Não,Não,Mensal,True,Cheque eletrônico,79.1,246.5,False,2.6366666666666663
4587-VVTOX,True,False,True,False,6,True,Sim,Fibra Ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,True,Cheque eletrônico,105.3,545.2,False,3.51
4588-YBNIB,True,False,False,False,1,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,True,Cheque,19.6,19.6,False,0.6533333333333334
4589-IUAJB,False,False,True,False,70,True,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,False,Transferência bancária,24.25,1724.15,True,0.8083333333333333
4592-IWTJI,True,False,True,True,3,False,Sem serviço telefónico,DSL,Sim,Não,Não,Não,Não,Não,Mensal,False,Cartão de crédito,29.7,91.7,False,0.99
4597-ELFTS,True,False,False,False,56,True,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,False,Cheque eletrônico,24.9,1334.0,True,0.83
4597-NUCQV,True,True,False,False,24,True,Sim,Fibra Ótica,Não,Sim,Não,Não,Sim,Sim,Mensal,True,Cheque eletrônico,101.25,2440.15,True,3.375
4598-XLKNJ,True,True,True,False,25,True,Não,Fibra Ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,True,Cheque eletrônico,98.5,2514.5,False,3.283333333333333
4598-ZADCK,False,False,False,False,53,False,Sem serviço telefónico,DSL,Sim,Sim,Sim,Sim,Sim,Não,Anual,True,Cheque eletrônico,53.6,2879.2,False,1.7866666666666666
4603-JANFB,True,False,False,False,1,True,Não,Fibra Ótica,Não,Não,Não,Não,Não,Não,Mensal,True,Cheque eletrônico,69.85,69.85,True,2.328333333333333
4607-CHPCA,True,False,True,True,25,True,Não,Fibra Ótica,Não,Não,Não,Não,Sim,Sim,Anual,True,Cheque eletrônico,90.4,2178.6,True,3.0133333333333336
4608-LCIMN,False,False,True,True,8,True,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,False,Transferência bancária,44.65,369.15,True,1.4883333333333333
4609-KNNWG,False,False,True,True,27,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,False,Cheque,19.9,550.1,False,0.6633333333333333
4611-ANLQC,False,False,True,False,60,False,Sem serviço telefónico,DSL,Sim,Sim,Sim,Não,Não,Sim,Anual,False,Cheque eletrônico,50.05,2911.5,False,1.6683333333333332
4612-SSVHJ,False,True,False,False,20,True,Não,Fibra Ótica,Não,Não,Não,Não,Não,Sim,Mensal,True,Cheque eletrônico,81.45,1671.6,False,2.7150000000000003
4612-THJBS,True,True,False,False,56,True,Sim,Fibra Ótica,Não,Sim,Sim,Não,Sim,Sim,Anual,True,Transferência bancária,104.75,5510.65,False,3.4916666666666667
4614-NUVZD,True,False,False,False,1,True,Não,Fibra Ótica,Não,Não,Não,Não,Não,Sim,Mensal,True,Cheque eletrônico,81.1,81.1,False,2.703333333333333
4615-PIVVU,False,False,False,False,42,True,Não,DSL,Não,Não,Sim,Sim,Não,Sim,Dois anos,False,Cartão de crédito,66.5,2762.75,False,2.216666666666667
4616-EWBNJ,False,False,False,False,16,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,False,Transferência bancária,20.1,318.6,False,0.67
4616-ULAOA,False,False,True,True,65,True,Sim,Fibra Ótica,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,True,Cartão de crédito,110.8,7245.9,False,3.6933333333333334
4619-EVPHY,False,True,True,False,20,True,Não,Fibra Ótica,Não,Não,Não,Não,Sim,Sim,Anual,True,Transferência bancária,91.0,1859.5,False,3.033333333333333
4622-YNKIJ,False,False,False,False,33,True,Não,Fibra Ótica,Sim,Não,Não,Sim,Sim,Não,Dois anos,True,Cheque eletrônico,88.95,3027.65,True,2.9650000000000003
4623-ZKHLY,False,False,True,False,22,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,True,Transferência bancária,20.45,471.55,True,0.6816666666666666
4625-EWPTF,True,False,False,False,8,False,Sem serviço telefónico,DSL,Sim,Não,Não,Não,Não,Não,Mensal,True,Cheque eletrônico,30.45,226.45,True,1.015
4625-LAMOB,False,False,False,False,44,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,False,Cartão de crédito,20.4,905.55,True,0.6799999999999999
4625-XMOYM,False,False,True,True,72,True,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,True,Transferência bancária,26.25,1988.05,False,0.875
4626-GYCZP,True,False,False,False,7,True,Sim,Fibra Ótica,Não,Não,Não,Não,Sim,Sim,Mensal,True,Cheque eletrônico,93.85,635.6,True,3.128333333333333
4626-OZDTJ,False,False,True,False,51,True,Sim,DSL,Não,Sim,Não,Sim,Sim,Sim,Anual,True,Cartão de crédito,78.65,3950.85,False,2.621666666666667
4627-MIHJH,False,True,False,False,69,True,Sim,Fibra Ótica,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,False,Cartão de crédito,110.25,7467.55,False,3.675
4628-CTTLA,True,False,False,False,57,False,Sem serviço telefónico,DSL,Não,Sim,Não,Não,Sim,Não,Mensal,True,Cheque eletrônico,39.3,2111.45,True,1.3099999999999998
4628-WQCQQ,True,False,False,True,35,True,Não,Fibra Ótica,Não,Não,Sim,Não,Sim,Não,Anual,True,Cheque eletrônico,85.15,3030.6,True,2.8383333333333334
4629-NRXKX,True,False,True,True,2,True,Não,Fibra Ótica,Não,Não,Não,Não,Não,Não,Mensal,False,Cheque eletrônico,70.4,147.15,False,2.3466666666666667
4631-OACRM,True,True,False,False,15,True,Não,Fibra Ótica,Não,Não,Não,Não,Não,Sim,Mensal,True,Cheque eletrônico,79.4,1156.1,True,2.646666666666667
4632-PAOYU,False,False,True,True,22,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,False,Cheque,19.95,433.5,True,0.6649999999999999
4632-XJMEX,False,False,False,True,53,True,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,False,Cartão de crédito,62.85,3419.5,True,2.095
4633-MKHYU,False,False,False,False,9,True,Não,Fibra Ótica,Não,Não,Não,Não,Sim,Sim,Mensal,True,Cheque,88.4,788.6,False,2.9466666666666668
4634-JLRJT,False,False,False,False,1,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,True,Cheque,20.35,20.35,False,0.6783333333333333
4635-EJYPD,False,False,True,True,32,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,False,Cheque,18.95,613.95,True,0.6316666666666666
4636-JGAAI,False,False,True,False,34,True,Sim,Fibra Ótica,Não,Sim,Não,Não,Não,Sim,Mensal,False,Cheque,88.85,3000.25,True,2.9616666666666664
4636-OLWOE,False,False,False,True,54,True,Não,DSL,Não,Sim,Sim,Sim,Não,Não,Anual,True,Cheque eletrônico,61.0,3283.05,True,2.033333333333333
4636-QRJKY,True,False,True,True,6,True,Sim,Fibra Ótica,Não,Não,Não,Sim,Não,Não,Mensal,True,Cheque eletrônico,80.5,502.85,False,2.683333333333333
4636-TVXVG,False,False,True,True,62,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,False,Transferência bancária,19.95,1244.8,True,0.6649999999999999
4640-UHDOS,True,False,True,True,13,True,Não,DSL,Não,Não,Não,Não,Não,Sim,Mensal,False,Cheque eletrônico,55.95,734.35,False,1.865
4641-FROLU,False,False,True,True,30,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,False,Cheque,19.3,602.9,False,0.6433333333333333
4644-OBGFZ,False,False,True,True,55,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,False,Cheque,19.5,1026.35,True,0.65
4644-PIZRT,False,False,True,True,17,True,Sim,DSL,Sim,Não,Sim,Não,Sim,Não,Anual,True,Transferência bancária,70.35,1201.65,True,2.3449999999999998
4646-QZXTF,False,False,True,False,7,True,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Mensal,False,Transferência bancária,81.25,580.1,False,2.7083333333333335
4647-MUZON,False,False,True,False,18,True,Não,Fibra Ótica,Não,Não,Sim,Não,Sim,Sim,Mensal,True,Cartão de crédito,95.95,1745.5,False,3.1983333333333333
4647-XXZAM,False,False,True,True,6,True,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,False,Cheque,45.5,285.2,False,1.5166666666666666
4648-YPBTM,False,False,False,False,53,True,Sim,DSL,Não,Sim,Sim,Sim,Não,Sim,Dois anos,True,Transferência bancária,73.9,3958.25,True,2.4633333333333334
4652-NNHNY,True,False,True,False,16,True,Sim,Fibra Ótica,Não,Não,Não,Não,Não,Não,Mensal,True,Transferência bancária,73.85,1284.2,True,2.4616666666666664
4652-ODEVH,False,False,True,True,45,True,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,False,Cheque,24.45,1088.25,True,0.815
4654-DLAMQ,False,True,True,False,64,True,Não,Fibra Ótica,Sim,Sim,Sim,Não,Não,Sim,Anual,False,Transferência bancária,97.0,6430.9,False,3.2333333333333334
4654-GGUII,False,False,False,False,18,False,Sem serviço telefónico,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,True,Cheque,40.2,711.95,False,1.34
4654-ULTTN,False,False,True,False,70,True,Sim,DSL,Sim,Não,Sim,Sim,Não,Sim,Dois anos,True,Cartão de crédito,74.8,5315.8,True,2.493333333333333
4656-CAURT,False,False,False,False,69,True,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,False,Transferência bancária,23.95,1713.1,True,0.7983333333333333
4657-FWVFY,False,False,True,True,40,True,Sim,Fibra Ótica,Não,Sim,Sim,Não,Sim,Não,Mensal,True,Cartão de crédito,96.35,3915.4,False,3.2116666666666664
4658-HCOHW,True,False,True,True,21,True,Não,Fibra Ótica,Não,Sim,Sim,Sim,Sim,Sim,Mensal,True,Cheque eletrônico,102.8,2110.15,False,3.4266666666666667
4659-NZRUF,True,False,False,False,19,True,Sim,Fibra Ótica,Sim,Sim,Não,Não,Não,Sim,Mensal,True,Cheque eletrônico,95.15,1789.25,False,3.171666666666667
4660-IRIBM,False,False,True,True,18,True,Não,Fibra Ótica,Sim,Não,Sim,Não,Sim,Não,Mensal,True,Cheque,87.9,1500.5,True,2.93
4661-NJEUX,False,False,False,False,1,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,True,Cheque,20.05,20.05,True,0.6683333333333333
4662-EKDPQ,True,False,False,False,2,True,Sim,DSL,Não,Não,Não,Não,Não,Sim,Mensal,False,Transferência bancária,62.05,118.3,True,2.0683333333333334
4664-NJCMS,False,False,True,False,33,False,Sem serviço telefónico,DSL,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,False,Transferência bancária,59.55,2016.3,False,1.9849999999999999
4667-OHGKG,True,False,False,False,1,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,True,Cheque,19.3,19.3,True,0.6433333333333333
4667-QONEA,False,True,True,True,60,True,Não,DSL,Sim,Sim,Sim,Sim,Não,Sim,Anual,True,Cartão de crédito,74.85,4456.35,False,2.4949999999999997
4670-TABXH,False,False,True,False,72,True,Sim,Fibra Ótica,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,True,Cartão de crédito,109.75,7758.9,True,3.658333333333333
4671-LXRDQ,True,False,False,False,2,True,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,True,Cheque,45.0,96.45,True,1.5
4671-VJLCL,False,False,False,False,63,True,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,True,Cartão de crédito,79.85,4861.45,False,2.6616666666666666
4672-FOTSD,False,False,False,False,12,True,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,True,Cheque eletrônico,67.25,832.3,True,2.2416666666666667
4673-KKSLS,False,False,False,False,31,True,Não,Fibra Ótica,Sim,Não,Sim,Sim,Não,Não,Mensal,False,Cheque eletrônico,87.6,2724.25,False,2.92
4674-HGNUA,False,False,True,True,71,True,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,False,Cartão de crédito,89.9,6457.15,True,2.996666666666667
4676-MQUEA,False,True,True,False,50,True,Sim,Fibra Ótica,Sim,Sim,Sim,Não,Sim,Não,Anual,True,Transferência bancária,101.9,5265.5,True,3.396666666666667
4676-WLUHT,False,False,False,False,54,False,Sem serviço telefónico,DSL,Sim,Sim,Não,Não,Não,Sim,Dois anos,False,Transferência bancária,46.2,2431.95,True,1.54
4678-DVQEO,True,False,False,False,1,True,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,True,Cheque eletrônico,52.2,52.2,False,1.74
4680-KUTAJ,False,True,False,False,11,True,Sim,DSL,Sim,Não,Não,Não,Não,Não,Mensal,True,Cheque eletrônico,55.6,580.8,False,1.8533333333333333
4682-BLBUC,False,False,True,False,44,True,Não,DSL,Não,Sim,Sim,Sim,Sim,Não,Anual,True,Cheque eletrônico,70.95,3250.45,True,2.365
4683-WYDOU,False,False,True,False,62,True,Sim,Fibra Ótica,Não,Não,Sim,Sim,Sim,Sim,Dois anos,True,Transferência bancária,107.6,6912.7,True,3.5866666666666664
4685-ERGHK,False,False,False,False,57,True,Sim,Fibra Ótica,Não,Não,Não,Não,Sim,Não,Anual,True,Cheque eletrônico,86.9,4939.25,True,2.896666666666667
4685-TFLLS,False,False,True,True,18,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,False,Transferência bancária,19.8,342.3,True,0.66
4686-GEFRM,False,False,True,False,70,True,Sim,Fibra Ótica,Não,Sim,Sim,Sim,Não,Sim,Dois anos,True,Transferência bancária,98.7,6858.9,True,3.29
4686-UXDML,False,False,False,False,21,True,Sim,Fibra Ótica,Não,Sim,Não,Não,Sim,Sim,Mensal,True,Cartão de crédito,99.85,1992.55,False,3.328333333333333
4690-LLKUA,True,True,False,False,17,True,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,True,Cheque eletrônico,45.05,770.6,True,1.5016666666666665
4690-PKDQG,False,True,True,False,42,True,Sim,Fibra Ótica,Não,Sim,Sim,Não,Sim,Não,Mensal,True,Cheque eletrônico,95.55,3930.6,False,3.185
4692-NNQRU,False,False,True,False,21,True,Não,Fibra Ótica,Não,Não,Sim,Sim,Não,Não,Anual,False,Cheque eletrônico,79.2,1742.45,False,2.64
4693-VWVBO,False,False,False,False,3,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,False,Cheque eletrônico,19.55,61.05,False,0.6516666666666667
4694-PHWFW,False,False,False,True,8,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,False,Cheque,19.95,170.9,False,0.6649999999999999
4695-VADHF,True,False,True,True,18,True,Não,DSL,Não,Não,Sim,Não,Não,Sim,Mensal,False,Cheque eletrônico,57.45,990.85,True,1.915
4695-WJZUE,True,True,False,False,2,True,Sim,Fibra Ótica,Não,Não,Sim,Não,Não,Sim,Mensal,True,Cheque eletrônico,88.55,179.25,False,2.9516666666666667
4697-LUPSU,False,False,True,True,2,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,False,Cheque,20.2,34.75,True,0.6733333333333333
